coordinates,publication,filename,authorName,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,W. Graf,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,H. Oerter,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,O. Reinwarth,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,W. Stichler,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,F. Wilhelms,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,H. Miller,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-0.01, -75, 2892]",PAGES2kv2,Ant-SiteDML05.Graf.2002.lpd,R. Mulvaney,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,W. Graf,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,H. Oerter,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,O. Reinwarth,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,W. Stichler,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,F. Wilhelms,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,H. Miller,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-3.43, -75.58, 2680]",PAGES2kv2,Ant-SiteDML07.Graf.2002.lpd,R. Mulvaney,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,W. Graf,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,H. Oerter,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,O. Reinwarth,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,W. Stichler,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,F. Wilhelms,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,H. Miller,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[6.5, -75.17, 3160]",PAGES2kv2,Ant-SiteDML17.Graf.2002.lpd,R. Mulvaney,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,B. Stenni,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,D. Buiron,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,M. Frezzotti,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,S. Albani,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,C. Barbante,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,E. Bard,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,J. M. Barnola,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,M. Baroni,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,M. Baumgartner,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,M. Bonazza,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,E. Capron,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,E. Castellano,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,J. Chappellaz,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,B. Delmonte,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,S. Falourd,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,L. Genoni,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,P. Iacumin,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,J. Jouzel,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,S. Kipfstuhl,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,A. Landais,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,B. Lemieux-Dudon,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,V. Maggi,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,V. Masson-Delmotte,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,C. Mazzola,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,B. Minster,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,M. Montagnat,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,R. Mulvaney,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,B. Narcisi,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,H. Oerter,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,F. Parrenin,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,J. R. Petit,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,C. Ritz,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,C. Scarchilli,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,A. Schilt,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,S. Schüpbach,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,J. Schwander,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,E. Selmo,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,M. Severi,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,T. F. Stocker,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.18, -72.82, 2315]",PAGES2kv2,Ant-TALDICE.Stenni.2010.lpd,R. Udisti,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,B. Stenni,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,M. Proposito,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,R. Gragnani,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,O. Flora,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,J. Jouzel,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,S. Falourd,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[159.06, -72.8, 2316]",PAGES2kv2,Ant-TalosDome.Stenni.2002.lpd,M. Frezzotti,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Eric J. Steig,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,David L. Morse,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Edwin D. Waddington,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Minze Stuiver,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Pieter M. Grootes,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Paul A. Mayewski,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Mark S. Twickler,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[158.72, -77.78, 2365]",PAGES2kv2,Ant-TaylorDome.Steig.2000.lpd,Sallie I. Whitlow,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Eric J. Steig,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Qinghua Ding,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,James W. C. White,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Marcel Küttel,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Summer B. Rupper,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Thomas A. Neumann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Peter D. Neff,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Ailie J. E. Gallant,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Paul A. Mayewski,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Kendrick C. Taylor,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Georg Hoffmann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Daniel A. Dixon,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Spruce W. Schoenemann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Bradley R. Markle,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Tyler J. Fudge,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,David P. Schneider,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Andrew J. Schauer,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Rebecca P. Teel,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Bruce H. Vaughn,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Landon Burgener,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Jessica Williams,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-111.24, -79.3838, 1791]",PAGES2kv2,Ant-US-ITASE-2000-1.Steig.2013.lpd,Elena Korotkikh,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Eric J. Steig,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Qinghua Ding,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,James W. C. White,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Marcel Küttel,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Summer B. Rupper,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Thomas A. Neumann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Peter D. Neff,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Ailie J. E. Gallant,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Paul A. Mayewski,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Kendrick C. Taylor,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Georg Hoffmann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Daniel A. Dixon,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Spruce W. Schoenemann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Bradley R. Markle,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Tyler J. Fudge,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,David P. Schneider,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Andrew J. Schauer,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Rebecca P. Teel,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Bruce H. Vaughn,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Landon Burgener,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Jessica Williams,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-107.99, -86.5, 2586]",PAGES2kv2,Ant-US-ITASE-2002-4.Steig.2013.lpd,Elena Korotkikh,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[162.5332, -77.3302, 625]",PAGES2kv2,Ant-VLG.Bertler.2011.lpd,N.A.N. Bertler,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[162.5332, -77.3302, 625]",PAGES2kv2,Ant-VLG.Bertler.2011.lpd,P.A. Mayewski,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[162.5332, -77.3302, 625]",PAGES2kv2,Ant-VLG.Bertler.2011.lpd,L. Carter,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[104.8005, -78.2785, 3488]",PAGES2kv2,Ant-Vostok.Ekaykin.2014.lpd,A.A. Ekaykin,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[104.8005, -78.2785, 3488]",PAGES2kv2,Ant-Vostok.Ekaykin.2014.lpd,A.V. Kozachek,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[104.8005, -78.2785, 3488]",PAGES2kv2,Ant-Vostok.Ekaykin.2014.lpd,V. Ya. Lipenkov,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[104.8005, -78.2785, 3488]",PAGES2kv2,Ant-Vostok.Ekaykin.2014.lpd,Yu. A. Shibaev,glacier ice,measured,NA,Dd,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Eric J. Steig,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Qinghua Ding,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,James W. C. White,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Marcel Küttel,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Summer B. Rupper,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Thomas A. Neumann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Peter D. Neff,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Ailie J. E. Gallant,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Paul A. Mayewski,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Kendrick C. Taylor,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Georg Hoffmann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Daniel A. Dixon,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Spruce W. Schoenemann,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[-112.09, -79.46, 1806]",PAGES2kv2,Ant-WDC05A.Steig.2013.lpd,Bradley R. Markle,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
