Author,Archives
Michael F   Hodell  David A   Brenner  Mark   Curtis  Jason H   Guilderson  Thomas P R O S E N M E I E R,LakeSediment(1)
D Hammarlund,LakeSediment(1)
J.M.   Johnson  T.C.   Talbot  M.R. R U S S E L L,LakeSediment(1)
Vivienne J.   Leng  Melanie J.   Solovieva  Nadia   Sloane  Hilary J.   Tarasov  Pavel J O N E S,LakeSediment(1)
Lesleigh   Abbott  Mark B.   Finney  Bruce P.   Burns  Stephen J. A N D E R S O N,LakeSediment(2)
David A.   Brenner  Mark   Curtis  Jason H.   Medina-Gonzi¿½Lez  Roger   Ildefonso-Chan Can  Enrique   Albornaz-Pat  Alma   Guilderson  Thomas P. H O D E L L,LakeSediment(1)
Shelley D.   Russell  James M.   Schnurrenberger  Douglas W. C R A U S B A Y,LakeSediment(1)
Jonathan R.   Jones  Matthew D.   Leng  Melanie J.   Sloane  Hilary J.   Roberts  C. Neil   Woodbridge  Jessie   Swann  George E.A.   Metcalfe  Sarah E.   Eastwood  Warren J.   Yi?Itba??O?Lu  Hakan D E A N,LakeSediment(1)
Matthew D.   Roberts  C. Neil   Leng  Melanie J.   Ti¿½Rke?  Murat J O N E S,LakeSediment(1)
S. Mischke,LakeSediment(1)
B. Wa¼Nnemann,LakeSediment(1)
P   Abbott  M   Shemesh  A   Wolfe  A   Bradley  R P O L I S S A R,LakeSediment(1)
Bryan   Huang  Yongsong   Newby  Paige   Wang  Yi S H U M A N,LakeSediment(1)
Lora R.   Stone  Jeffery R.   Campbell  Josh   Fritz  Sherilyn C. S T E V E N S,LakeSediment(1)
Jian   Nelson  David M.   Hu  Feng Sheng T I A N,LakeSediment(1)
Warren J.   Leng  Melanie J.   Roberts  Neil   Davis  Basil E A S T W O O D,LakeSediment(1)
H. F.   Leng  M. J.   Telford  R. J.   Ayenew  T.   Umer  M. L A M B,LakeSediment(1)
G. C.   Leng  M. J.   Jonsson  C. R O S Q V I S T,LakeSediment(1)
X.  Sun  L.  Wei  G.  Wang.  Y.  Liu  K.  Wu  X. L I U,LakeSediment(1)
Paul A.   Fritz  Sherilyn C.   Burns  Stephen J.   Ekdahl  Erik   Rigsby  Catherine A. B A K E R,LakeSediment(1)
C.S.  Horn  S.P.  Mora  C.I.  Orvis  K.H. L A N E,LakeSediment(2)
Michael H.   Lamb  Henry F.   Davies  Sarah J.   Leng  Melanie J.   Kubsa  Zelalem   Umer  Mohammed   Bryant  Charlotte M A R S H A L L,LakeSediment(1)
Celia   Valero-Garci¿½S  Blas L.   Brauer  Achim   Mata  M. Pilar   Delgado-Huertas  Antonio   Dulski  Peter M A R T I ¿ ½ N - P U E R T A S,LakeSediment(1)
Steffen   Zhang  Chengjun   Bi¿½Rner  Anko   Herzschuh  Ulrike M I S C H K E,LakeSediment(1)
James M.   Mccoy  S.J.   Verschuren  D.   Bessems  I.   Huang  Y. R U S S E L L,LakeSediment(1)
Julian P.   Sachse  Dirk   Smittenberg  Rienk H.   Zhang  Zhaohui   Battisti  David S.   Golubic  Stjepko S A C H S,LakeSediment(3)
Caleb J.   Kaufman  Darrell S.   Wolfe  Alexander P.   Dodd  Justin   Sharp  Zachary S C H I F F,LakeSediment(1)
Sofia   Rosqvist  Gunhild   Leng  Melanie J.   Wastegi¿½Rd  Stefan   Blaauw  Maarten A N D E R S S O N,LakeSediment(1)
F.S. Hu,LakeSediment(1)
Chris   Wilkins  Daniel   De Deckker  Patrick G O U R A M A N I S,LakeSediment(1)
Henderson A.C.G.,LakeSediment(1)
Maija   Edwards  Thomas W.D.   Seppa  Heikki   Sonninen  Eloni H E I K K I L A,LakeSediment(1)
J.   Arrowsmith  C.   Austin  W.   Boyle  J.   Fisher  E.   Holme  R.   Marshall  J.   Oldfield  F.   Van Der Post  K. H O L M E S,LakeSediment(1)
Natalie A.   Hammarlund  Dan   Edwards  Thomas W.D.   Wolfe  Brent B. S T .   A M O U R,LakeSediment(1)
Claudia   Frenzel  Peter   Steeb  Philip   Zhu  Liping   Van Geldern  Robert   Mackensen  Andreas   Schwalb  Antje W R O Z Y N A,LakeSediment(1)
Cheng   Yu  Zicheng   Zhao  Yan   Ito  Emi   Kodama  Kenneth P.   Chen  Fahu Z H A O,LakeSediment(1)
Lesleigh   Finney  Bruce P.   Shapley  Mark D. A N D E R S O N,LakeSediment(1)
P. A.   Hurrell  E. R.   Leng  M. J.   Wolff  C.   Cocquyt  C.   Sloane  H. J.   Verschuren  D. B A R K E R,LakeSediment(1)
Broxton W.   Abbott  Mark B.   Rodbell  Donald T.   Vuille  Mathias B I R D,LakeSediment(1)
Bronwen L.   Russell  James M.   Johnson  Thomas C.   Brown  Erik T.   Berke  Melissa A.   Werne  Josef P.   Huang  Yongsong K O N E C K Y,LakeSediment(1)
Mario   Valero-Garces  Blas   Gonzalez-Samperiz  Penelope   Vegas-Vilarrubia  Teresa   Rubio  Esther   Rieradevall  Maria   Delgado-Huertas  Antonio   Mata  Pilar   Romero  Oscar   Engstrom  Daniel R.   Lopez-Vicente  Manuel   Navas  Ana   Soto  Jesus M O R E L L O N,LakeSediment(1)
D. B.   Abbott  M. B.   Steinman  B.   Polissar  P. J.   Stansell  N. D.   Ortiz  J. D.   Rosenmeier  M. F.   Finney  B. P.   Riedel  J. N E L S O N,LakeSediment(1)
David B.   Mills  Keely   Bennike  Ole   Brodersen  Klaus Peter   Lamb  Angela L.   Leng  Melanie J.   Russell  James M.   Ssemmanda  Immaculate R Y V E S,LakeSediment(1)
Jessica E.   Russell  James M.   Sinninghe Damsti¿½  Jaap S.   Huang  Yongsong   Verschuren  Dirk T I E R N E Y,LakeSediment(1)
C.   Dodson  J.   Wilkins  D.   De Deckker  P.   Chase  B.M. G O U R A M A N I S,LakeSediment(1)
Justine   Radke  Lynda C.   Olley  Jon   Juggins  Steve   De Deckker  Patrick K E M P,LakeSediment(1)
B. A.   Abbott  M. B.   Mann  M. E.   Stansell  N. D.   Finney  B. P. S T E I N M A N,LakeSediment(2)
Matthew J.   Kurek  Joshua   Gaglioti  Benjamin V.   Cwynar  Les C.   Bigelow  Nancy   Reuther  Joshua D.   Gelvin-Reymiller  Carol   Smol  John P. W O O L L E R,LakeSediment(1)
N. L.   Dandrea  W. J.   Bradley  R. S.   Perren  B. B. B A L A S C I O,LakeSediment(1)
Bronwen L.   Russell  James M.   Rodysill  Jessica R.   Vuille  Mathias   Bijaksana  Satria   Huang  Yongsong K O N E C K Y,LakeSediment(1)
Y.  An  C.  Wang  Z.  Zhao  J.  Wei  J.  Wei  H.  Tao  S.  Huang  W  Ma  M. L U,LakeSediment(1)
N. D.   Steinman  B. A.   Abbott  M. B.   Rubinov  M.   Roman-Lacayo  M. S T A N S E L L,LakeSediment(1)
Z.   Liu  W.   Liu  Z.   Wang  H.   He  Y.   Zhang  F. W A N G,LakeSediment(1)
Fasong Yuan,LakeSediment(1)
Max R. Koran,LakeSediment(1)
Andrew Valdez,LakeSediment(1)
Alyssa R. Atwood,LakeSediment(1)
Sarah J.   Kirby  Matthew E.   Cheetham  Michael I.   Ibarra  Yadira   Zimmerman  Susan R.H. F E A K I N S,LakeSediment(1)
Kyrstin L.   Hughen  Konrad A.   Shanahan  Timothy M.   Fritz  Sherilyn C.   Baker  Paul A.   Sylva  Sean P. F O R N A C E,LakeSediment(1)
Bronwen   Russell  James   Huang  Yongsong   Vuille  Mathias   Cohen  Lily   Street-Perrott  F. Alayne K O N E C K Y,LakeSediment(1)
Y.   Tian  L.   Bird  B. W.   Hou  J.   Ding  L.   Oimahmadov  I.   Gadoev  M. L E I,LakeSediment(1)
Sushma   Anoop  A.   Riedel  N.   Sarkar  S.   Menzel  P.   Basavaiah  N.   Krishnan  R.   Fuller  D.   Plessen  B.   Gaye  B.   Ri¿½Hl  U.   Wilkes  H.   Sachse  D.   Sawant  R.   Wiesner  M.G.   Stebich  M. P R A S A D,LakeSediment(1)
Linda   Mischke  Steffen   Wiechert  Uwe   Leipe  Christian   Rajabov  Ilhomjon   Riedel  Frank T A F T,LakeSediment(1)
Dada Yan,LakeSediment(1)
Bernd Wunnemann,LakeSediment(1)
Zhaohui   Leduc  Guillaume   Sachs  Julian P. Z H A N G,LakeSediment(1)
R. H. Abu-Zied,LakeSediment(1)
R. A. Bantan,LakeSediment(1)
B.   Feakins  S. J.   Lee  J. E.   Herzschuh  U.   Liu  X. A I C H N E R,LakeSediment(1)
Tripti   Byrne  Roger   Bahnel  Harald   Wogau  Kurt   Kienel  Ulrike   Ingram  B. Lynn   Zimmerman  Susan B H A T T A C H A R Y A,LakeSediment(1)
Jonathan R.   Jones  Matthew D.   Leng  Melanie J.   Noble  Stephen R.   Metcalfe  Sarah E.   Sloane  Hilary J.   Sahy  Diana   Eastwood  Warren J.   Roberts  C. Neil D E A N,LakeSediment(1)
Peter M. J.   Pagani  Mark   Canuto  Marcello A.   Brenner  Mark   Hodell  David A.   Eglinton  Timothy I.   Curtis  Jason H. D O U G L A S,LakeSediment(2)
M. D.   Djamali  M.   Holmes  J.   Weeks  L.   Leng  M. J.   Lashkari  A.   Alamdari  K.   Noorollahi  D.   Thomas  L.   Metcalfe  S. E. J O N E S,LakeSediment(1)
Jack H.   Francke  Alexander   Leng  Melanie J.   Vane  Christopher H.   Wagner  Bernd L A C E Y,LakeSediment(1)
M.   Mayr  C.   Gussone  N.   Hahn  A.   Holzl  S.   Lucke  A.   Ohlendorf  C.   Rummel  S.   Teichert  B.M.A.   Zolitschka  B. O E H L E R I C H,LakeSediment(1)
Timothy M.   Mckay  Nicholas P.   Hughen  Konrad A.   Overpeck  Jonathan T.   Otto-Bliesner  Bette   Heil  Clifford W.   King  John   Scholz  Christopher A.   Peck  John S H A N A H A N,LakeSediment(1)
Sharifi,LakeSediment(1)
N.D.  Kein  E.S.  Finkenbinder  M.S.  Fortney  C.S.  Dodd  J.P.  Tereasmaa  J.  Nelson  D.B. S T A N S E L L,LakeSediment(1)
R.S.  Chipman  M.L.  Hu  F.S. V A C H U L A,LakeSediment(1)
H. F.   Eicher  U.   Switsur  V. R. L A M B,LakeSediment(1)
L.V.   Meyers  P.A.   Spencer  R.J. B E N S O N,LakeSediment(1)
D.A.  Curtis  J.H.  Jones  G.A.  Higuera-Gundy  A.  Brenner  M.  Binford  M.W.  Dorsey  K.T. H O D E L L,LakeSediment(1)
Jason H.   Hodell  David A.   Brenner  Mark C U R T I S,LakeSediment(1)
Ulrich   Erlenkeuser  Helmut   Muller  Jens   Trimborn  Peter   Alefs  Joachim V O N   G R A F E N S T E I N,LakeSediment(1)
J. A.   Street-Perrott  F. A.   Allen  M. J.   Fothergill  P. A.   Harkness  D. D.   Kroon  D.   Perrott  R. A. H O L M E S,LakeSediment(1)
Jason H.   Brenner  Mark   Hodell  David A.   Balser  Richard A.   Islebe  Gerald A.   Hooghiemstra  Henry C U R T I S,LakeSediment(1)
J.H.   Hodell  D.A.   Brenner  M. C U R T I S,LakeSediment(1)
Henry   Roberts  Neil   Leng  Melanie   Barker  Philip   Benkaddour  Abdelfattah   Van Der Kaars  Sander L A M B,LakeSediment(1)
Heidi   Rogalla  Ulf   Scheeder  Georg   Li¿½Ckge  Andreas   Von Rad  Ulrich D O O S E - R O L I N S K I,MarineSediment(1)
Helen V.   Evans  Michael N.   Goosse  Hugues   Leduc  Guillaume   Martrat  Belen   Addison  Jason A.   Mortyn  P. Graham   Oppo  Delia W.   Seidenkrantz  Marit-Solveig   Sicre  Marie-Alexandrine   Phipps  Steven J.   Selvaraj  Kandasamy   Thirumalai  Kaustubh   Filipsson  Helena L.   Ersek  Vasile M C G R E G O R,MarineSediment(6)
B. Risebrobakken,MarineSediment(1)
K. Tedesco,MarineSediment(1)
L. D.   Sachs  J. P.   Rosenthal  Y. K E I G W I N,MarineSediment(1)
D.E. Black,MarineSediment(1)
I.S. Castai¿½Eda,MarineSediment(1)
D. Lund,MarineSediment(1)
K. Pahnke,MarineSediment(1)
L.   Timmermann  A.   Thunell  R. S T O T T,MarineSediment(1)
Mahyar   Romero  Oscar E.   Kaiser  Ji¿½Ri¿½Me   Hebbeln  Dierk M O H T A D I,MarineSediment(1)
R. Came,MarineSediment(1)
U. Alt-Epping,MarineSediment(1)
Delia W.   Rosenthal  Yair   Linsley  Braddock K. O P P O,MarineSediment(1)
D. Thornalley,MarineSediment(1)
C. Taricco,MarineSediment(1)
Braddock K.   Rosenthal  Yair   Oppo  Delia W. L I N S L E Y,MarineSediment(1)
Tierney,MarineSediment(1)
C. Saenger,MarineSediment(2)
D. Khider,MarineSediment(1)
J. Ma¼Ller,MarineSediment(1)
Rajeev   Lea  David W.   Nigam  Rajiv   Mackensen  Andreas   Naik  Dinesh K. S A R A S W A T,MarineSediment(1)
F.T. Gibbons,MarineSediment(1)
P. Moffasanchez,MarineSediment(2)
Bartels-Jonsdottir,MarineSediment(1)
I Voigt,MarineSediment(2)
L.D. Keigwin,MarineSediment(1)
H.L. Lin,MarineSediment(1)
L. Wang,MarineSediment(1)
Valery J.   Eshetu  Zewdu   Disnar  Jean-Robert   Jacob  Ji¿½Ri¿½My   Paul Adderley  W.   Huang  Yongsong   Alexandre  Marcelo   Fogel  Marilyn L. T E R W I L L I G E R,TerrestrialSediment(2)
M.   Ayalon  A.   Gilmour  M.   Matthews  A.   Hawkesworth  C. J. B A R - M A T T H E W S,Speleothem(1)
Rf Denniston,Speleothem(3)
D Yuan,Speleothem(1)
Fw Cruz,Speleothem(1)
A Mangini,Speleothem(1)
R Drysdale,Speleothem(1)
Ca Dykoski,Speleothem(1)
P Asmerom,Speleothem(1)
D Fleitmann,Speleothem(2)
X Wang,Speleothem(1)
C Hu,Speleothem(1)
Gs Springer,Speleothem(1)
M.R. Van Breukelen,Speleothem(1)
H.B. Vonhof,Speleothem(1)
J.C. Hellstrom,Speleothem(1)
W.C.G. Wester,Speleothem(1)
P.  Cheng  H.  Edwards  R.L.  Chen  F.  Wang  Y.  Yang  X.  Liu  J.  Tan  M.  Wang  X.  Liu  J.  An  C.  Dai  Z.  Zhou  J.  Zhang  D.  Jia  J.  Jin  L.  Johnson  K.R. Z H A N G,Speleothem(1)
Ml Griffiths,Speleothem(1)
J Reuter,Speleothem(1)
M Berkelhammaer,Speleothem(1)
Yl Cai,Speleothem(2)
J Dong,Speleothem(1)
B Hardt,Speleothem(1)
M Medina-Elizalde,Speleothem(1)
Hs Sundqvist,Speleothem(2)
Pw Williams,Speleothem(1)
Jp Bernal,Speleothem(1)
R Boch,Speleothem(1)
Nm Stri¿½Kis,Speleothem(1)
V Ersek,Speleothem(1)
Fohlmeister,Speleothem(1)
Dj Kennett,Speleothem(1)
Ms Lachniet,Speleothem(2)
Vf Novello,Speleothem(1)
Bat.Asmerom.2013,Speleothem(1)
Lk Ayliffe,Speleothem(1)
H Cheng,Speleothem(1)
Lc Kanner,Speleothem(1)
S Mccabe-Glynn,Speleothem(1)
Jw Partin,Speleothem(1)
Hr Sletten,Speleothem(1)
J. Apaa©Stegui,Speleothem(1)
T.-L. Ku,Speleothem(1)
Alexandra   Bohm  Florian   Eisenhauer  Anton   Dullo  Wolf-Christian   Joachimski  Michael M.   Hansen  Bent   Reitner  Joachim H A A S E - S C H R A M M,Sclerosponge(1)
K. S. Treydte,Wood(1)
Reynolds-Henne,Wood(2)
S. Holzkoemper,Wood(1)
T. W. D. Edwards,Wood(1)
V. A. Tartakovsky,Wood(1)
A.P. Ballantyne,Wood(2)
Jussi Griessinger,Wood(3)
Achim Braeuning,Wood(2)
Gerd Helle,Wood(1)
Axel Thomas,Wood(1)
Gerhard Schleser,Wood(2)
S. R. Managave,Wood(2)
O.V. Sidorova,Wood(3)
X. Chenxi,Wood(1)
M. Naulier,Wood(1)
G.H.F.  Loader  N.J.  Mccarroll  D.  Bale  R.J.  Demmler  J.C.  Miles  D.  Nayling  N.T.  Rinne  K. T.  Robertson  I.  Watts  C.  Whitney  M. Y O U N G,Wood(2)
I. Labuhn,Wood(2)
Brandi W. Newton,Wood(1)
Jesper Sjolte,Wood(1)
Hans Linderson,Wood(1)
Christophe Sturm,Wood(1)
Natalie A. St. Amour,Wood(1)
Joscelyn N.-L. Bailey,Wood(1)
Anders L. Nilsson,Wood(1)
Gerhard Helle,Wood(1)
Philipp Hochreuther,Wood(2)
Lukas Langhamer,Wood(1)
Christoph Schneider,Wood(1)
Bjoern-Lukas Sass,Wood(1)
David Steger,Wood(1)
Pedro Skvarca,Wood(1)
Matthias H. Braun,Wood(1)
Wolfgang J.-H. Meier,Wood(1)
Ana M. Srur,Wood(1)
C. Xu,Wood(2)
